channel_url,title,author,rss_url,confidence_score,api_title,api_author
https://castbox.fm/channel/Young-and-Profiting-(YAP)-with-Hala-Taha-id6328004,Young and Profiting (YAP) with Hala Taha,Hala Taha | YAP Media Network,https://feeds.megaphone.fm/yap,0.6120910384068279,"Young and Profiting with Hala Taha (Entrepreneurship, Sales, Marketing)","Hala Taha | Entrepreneurship, Sales, Marketing | YAP Media Network"
https://castbox.fm/channel/Pod-Save-America-id4929549,Pod Save America,Crooked Media,,,,
https://castbox.fm/channel/Sleep-Sounds-Meditation-for-Women-id4934451,Sleep Sounds Meditation for Women,Sleep Sounds,https://feeds.megaphone.fm/sleepsoundsmeditationforwomen,1.0,Sleep Sounds Meditation for Women,Sleep Sounds
https://castbox.fm/channel/StarTalk-Radio-id4561468,StarTalk Radio,Neil deGrasse Tyson,https://feeds.simplecast.com/4T39_jAj,1.0,StarTalk Radio,Neil deGrasse Tyson
https://castbox.fm/channel/The-Tony-Robbins-Podcast-id1363912,The Tony Robbins Podcast,Tony Robbins,https://tonyrobbins.libsyn.com/rss,1.0,The Tony Robbins Podcast,Tony Robbins
https://castbox.fm/channel/Wait-Wait...-Don't-Tell-Me!-id2698776,Wait Wait... Don't Tell Me!,NPR,https://feeds.npr.org/344098539/podcast.xml,1.0,Wait Wait... Don't Tell Me!,NPR
https://castbox.fm/channel/Learning-English-Conversations-id574385,Learning English Conversations,BBC Radio,https://podcasts.files.bbci.co.uk/p02pc9zn.rss,1.0,Learning English Conversations,BBC Radio
https://castbox.fm/channel/The-Jordan-Harbinger-Show-id6180358,The Jordan Harbinger Show,Jordan Harbinger,https://rss.introcast.io:443/1344999619/www.podcastone.com/podcast?categoryID2=1237,1.0,The Jordan Harbinger Show,Jordan Harbinger
https://castbox.fm/channel/The-Tim-Ferriss-Show-id1059468,The Tim Ferriss Show,"Tim Ferriss: Bestselling Author, Human Guinea Pig",https://rss.art19.com/tim-ferriss-show,1.0,The Tim Ferriss Show,"Tim Ferriss: Bestselling Author, Human Guinea Pig"
https://castbox.fm/channel/Dr.-Death-id1401843,Dr. Death,Wondery,https://rss.art19.com/dr-death-japan,0.79,死の医師 (Dr. Death),Wondery
https://castbox.fm/channel/Monday-Morning-Podcast-id3689175,Monday Morning Podcast,All Things Comedy,https://www.omnycontent.com/d/playlist/885ace83-027a-47ad-ad67-aca7002f1df8/caa92bb1-73cc-4abc-8b6d-aca8005d0d23/471fc444-1378-4268-86ea-aca8005d0d3b/podcast.rss,1.0,Monday Morning Podcast,All Things Comedy
https://castbox.fm/channel/Huberman-Lab-id4758848,Huberman Lab,Scicomm Media,https://feeds.megaphone.fm/hubermanlab,1.0,Huberman Lab,Scicomm Media
https://castbox.fm/channel/The-Ramsey-Show-id4980669,The Ramsey Show,Ramsey Network,https://feeds.megaphone.fm/RM4031649020,1.0,The Ramsey Show,Ramsey Network
